x-axis,1,2
second,Volt,Volt
-20.10000E-03,,
-20.07500E-03,-678.40E-06,-804.02E-06
-20.05000E-03,-4.19599E-03,-804.02E-06
-20.02500E-03,-678.40E-06,-1.50754E-03
-20.00000E-03,-4.19599E-03,-1.50754E-03
-19.97500E-03,-3.69348E-03,-804.02E-06
-19.95000E-03,+3.34170E-03,-804.02E-06
-19.92500E-03,-3.69348E-03,-1.60804E-03
-19.90000E-03,-3.69348E-03,-804.02E-06
-19.87500E-03,-175.89E-06,-1.50754E-03
-19.85000E-03,-175.89E-06,-1.60804E-03
-19.82500E-03,-678.40E-06,+0.0E+00
-19.80000E-03,-175.89E-06,+1.50754E-03
-19.77500E-03,-4.19599E-03,+0.0E+00
-19.75000E-03,-3.69348E-03,-804.02E-06
-19.72500E-03,-4.19599E-03,-100.50E-06
-19.70000E-03,-4.19599E-03,-703.52E-06
-19.67500E-03,-678.40E-06,+0.0E+00
-19.65000E-03,-3.69348E-03,-804.02E-06
-19.62500E-03,-3.69348E-03,-201.01E-06
-19.60000E-03,-678.40E-06,-904.52E-06
-19.57500E-03,-3.69348E-03,-1.60804E-03
-19.55000E-03,-4.19599E-03,-1.50754E-03
-19.52500E-03,-175.89E-06,-703.52E-06
-19.50000E-03,-678.40E-06,+0.0E+00
-19.47500E-03,-3.69348E-03,-703.52E-06
-19.45000E-03,-4.19599E-03,-100.50E-06
-19.42500E-03,-678.40E-06,-703.52E-06
-19.40000E-03,-678.40E-06,-703.52E-06
-19.37500E-03,-3.69348E-03,+100.50E-06
-19.35000E-03,-678.40E-06,+703.52E-06
-19.32500E-03,-3.69348E-03,+0.0E+00
-19.30000E-03,-3.69348E-03,+804.02E-06
-19.27500E-03,-4.19599E-03,+904.52E-06
-19.25000E-03,-4.19599E-03,+0.0E+00
-19.22500E-03,-4.19599E-03,+804.02E-06
-19.20000E-03,-3.69348E-03,-100.50E-06
-19.17500E-03,-4.19599E-03,+0.0E+00
-19.15000E-03,-3.69348E-03,-100.50E-06
-19.12500E-03,-4.19599E-03,+0.0E+00
-19.10000E-03,-4.19599E-03,+100.50E-06
-19.07500E-03,-3.69348E-03,+804.02E-06
-19.05000E-03,-3.69348E-03,+804.02E-06
-19.02500E-03,-4.19599E-03,+804.02E-06
-19.00000E-03,-4.19599E-03,+904.52E-06
-18.97500E-03,-4.19599E-03,+1.60804E-03
-18.95000E-03,-4.19599E-03,+1.70854E-03
-18.92500E-03,-4.19599E-03,+904.52E-06
-18.90000E-03,-175.89E-06,+2.31156E-03
